"Positive client experience in the most recently used health care service (%), age 20-64 (from 2020)";"5219";"Uusimaa";"01";"combined";2024;65.5;
"Positive client experience in the most recently used health care service (%), age 65 and over (from 2020)";"5220";"Uusimaa";"01";"combined";2020;63.2;
"Positive client experience in the most recently used health care service (%), age 65 and over (from 2020)";"5220";"Uusimaa";"01";"combined";2022;62.4;
"Positive client experience in the most recently used health care service (%), age 65 and over (from 2020)";"5220";"Uusimaa";"01";"combined";2024;63.6;
"Positive client experience in the most recently used health care service (%), age 75 and over (from 2020)";"5221";"Uusimaa";"01";"combined";2020;58.1;
"Positive client experience in the most recently used health care service (%), age 75 and over (from 2020)";"5221";"Uusimaa";"01";"combined";2022;61.2;
"Positive client experience in the most recently used health care service (%), age 75 and over (from 2020)";"5221";"Uusimaa";"01";"combined";2024;58.3;
"Positive client experience in the most recently used health care service (%), age 20-64 (from 2020)";"5219";"Åland";"21";"combined";2020;;
"Positive client experience in the most recently used health care service (%), age 20-64 (from 2020)";"5219";"Åland";"21";"combined";2022;74.1;
"Positive client experience in the most recently used health care service (%), age 20-64 (from 2020)";"5219";"Åland";"21";"combined";2024;70.9;
"Positive client experience in the most recently used health care service (%), age 65 and over (from 2020)";"5220";"Åland";"21";"combined";2020;;
"Positive client experience in the most recently used health care service (%), age 65 and over (from 2020)";"5220";"Åland";"21";"combined";2022;79.9;
"Positive client experience in the most recently used health care service (%), age 65 and over (from 2020)";"5220";"Åland";"21";"combined";2024;76.3;
"Positive client experience in the most recently used health care service (%), age 75 and over (from 2020)";"5221";"Åland";"21";"combined";2020;;
"Positive client experience in the most recently used health care service (%), age 75 and over (from 2020)";"5221";"Åland";"21";"combined";2022;76.5;
"Positive client experience in the most recently used health care service (%), age 75 and over (from 2020)";"5221";"Åland";"21";"combined";2024;74.5;
