"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"female";2019;0.23;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"female";2020;0.19;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"female";2021;0.15;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"female";2022;0.15;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"female";2023;0.17;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"female";2024;0.16;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"combined";2019;0.24;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"combined";2020;0.20;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"combined";2021;0.16;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"combined";2022;0.15;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"combined";2023;0.18;
"Continuity of care (COCI) in professional outpatient visits (nurse) in primary health care";"5503";"Whole country";"358";"combined";2024;0.17;
